"ID";"Titel";"Transportunternehmen";"Kurze Meldung";"Lange Meldung";"Erweiterte Meldung";"Endmeldung";"Start Ereigniszeitpunkt";"Ende Ereigniszeitpunkt";"Dauer [min]";"Zeitpunkt Meldung beendet";"Start Publikationszeitpunkt";"Ende Publikationszeitpunkt";"Typ";"Klassifizierung";"Template";"Medien";"Linien";"Haltestelle"
"603d3e16e1060b1f981caba3";"Linien 6, 7, 8 und 9: Verspätungen und unregelmässiger Betrieb";"Städtische Verkehrsbetriebe Bern";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7, 8 und 9 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7, 8 und 9 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7, 8 und 9 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 9 fährt wieder nach Fahrplan. ";"01-03-2021 20:18:00";"01-03-2021 21:09:50";;"01-03-2021 21:09:50";"01-03-2021 20:18:00";"01-03-2021 21:09:50";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung und unregelmässiger Betrieb";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"9";
"603d3e16e1060b1f981caba3";"Linien 6, 7, 8 und 9: Verspätungen und unregelmässiger Betrieb";"Städtische Verkehrsbetriebe Bern";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7, 8 und 9 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7, 8 und 9 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7, 8 und 9 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 9 fährt wieder nach Fahrplan. ";"01-03-2021 20:18:00";"01-03-2021 21:09:50";;"01-03-2021 21:09:50";"01-03-2021 20:18:00";"01-03-2021 21:09:50";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung und unregelmässiger Betrieb";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"6";
"603d3e16e1060b1f981caba3";"Linien 6, 7, 8 und 9: Verspätungen und unregelmässiger Betrieb";"Städtische Verkehrsbetriebe Bern";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7, 8 und 9 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7, 8 und 9 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7, 8 und 9 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 9 fährt wieder nach Fahrplan. ";"01-03-2021 20:18:00";"01-03-2021 21:09:50";;"01-03-2021 21:09:50";"01-03-2021 20:18:00";"01-03-2021 21:09:50";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung und unregelmässiger Betrieb";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"7";
"603d3e16e1060b1f981caba3";"Linien 6, 7, 8 und 9: Verspätungen und unregelmässiger Betrieb";"Städtische Verkehrsbetriebe Bern";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7, 8 und 9 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7, 8 und 9 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7, 8 und 9 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 9 fährt wieder nach Fahrplan. ";"01-03-2021 20:18:00";"01-03-2021 21:09:50";;"01-03-2021 21:09:50";"01-03-2021 20:18:00";"01-03-2021 21:09:50";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung und unregelmässiger Betrieb";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"8";
"603d4a0de1060b1f981caba4";"Linien 6, 7, 8 und 9: Verspätungen und unregelmässiger Betrieb";"Städtische Verkehrsbetriebe Bern";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7 und 8 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7 und 8 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7 und 8 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 8 fährt wieder nach Fahrplan. ";"01-03-2021 20:18:00";"01-03-2021 21:10:43";;"01-03-2021 21:10:43";"01-03-2021 20:18:00";"01-03-2021 21:10:43";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung und unregelmässiger Betrieb";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"8";
"603d4a0de1060b1f981caba4";"Linien 6, 7, 8 und 9: Verspätungen und unregelmässiger Betrieb";"Städtische Verkehrsbetriebe Bern";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7 und 8 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7 und 8 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7 und 8 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 8 fährt wieder nach Fahrplan. ";"01-03-2021 20:18:00";"01-03-2021 21:10:43";;"01-03-2021 21:10:43";"01-03-2021 20:18:00";"01-03-2021 21:10:43";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung und unregelmässiger Betrieb";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"6";
"603d4a0de1060b1f981caba4";"Linien 6, 7, 8 und 9: Verspätungen und unregelmässiger Betrieb";"Städtische Verkehrsbetriebe Bern";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7 und 8 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7 und 8 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6, 7 und 8 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 8 fährt wieder nach Fahrplan. ";"01-03-2021 20:18:00";"01-03-2021 21:10:43";;"01-03-2021 21:10:43";"01-03-2021 20:18:00";"01-03-2021 21:10:43";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung und unregelmässiger Betrieb";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"7";
"603d4a42e1060b1f981caba5";"Linien 6, 7 und 8: Verspätungen und unregelmässiger Betrieb";"Städtische Verkehrsbetriebe Bern";"01.03.2021, 20:18 Uhr: Auf den Linien 6 und 7 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6 und 7 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6 und 7 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 7 fährt wieder nach Fahrplan. ";"01-03-2021 20:18:00";"01-03-2021 21:11:08";;"01-03-2021 21:11:08";"01-03-2021 20:18:00";"01-03-2021 21:11:08";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung und unregelmässiger Betrieb";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"7";
"603d4a42e1060b1f981caba5";"Linien 6, 7 und 8: Verspätungen und unregelmässiger Betrieb";"Städtische Verkehrsbetriebe Bern";"01.03.2021, 20:18 Uhr: Auf den Linien 6 und 7 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6 und 7 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf den Linien 6 und 7 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 7 fährt wieder nach Fahrplan. ";"01-03-2021 20:18:00";"01-03-2021 21:11:08";;"01-03-2021 21:11:08";"01-03-2021 20:18:00";"01-03-2021 21:11:08";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung und unregelmässiger Betrieb";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"6";
"603d4a5cfcfa1d1d7024d937";"Linien 6 und 7: Verspätungen und unregelmässiger Betrieb";"Städtische Verkehrsbetriebe Bern";"01.03.2021, 20:18 Uhr: Auf der Linie 6 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf der Linie 6 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"01.03.2021, 20:18 Uhr: Auf der Linie 6 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 6 fährt wieder nach Fahrplan. ";"01-03-2021 20:18:00";"01-03-2021 21:11:32";;"01-03-2021 21:11:32";"01-03-2021 20:18:00";"01-03-2021 21:11:32";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung und unregelmässiger Betrieb";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"6";
"603e64d8e1060b1f981caba9";"Linien 11 und 12: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"02.03.2021, 17:15 Uhr: Auf den Linien 11 und 12 ist infolge Verkehrsüberlastung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"02.03.2021, 17:15 Uhr: Auf den Linien 11 und 12 ist infolge Verkehrsüberlastung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"02.03.2021, 17:15 Uhr: Auf den Linien 11 und 12 ist infolge Verkehrsüberlastung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linien 11 und 12 fahren wieder nach Fahrplan. ";"02-03-2021 17:15:00";"02-03-2021 18:17:44";;"02-03-2021 18:17:44";"02-03-2021 17:15:00";"02-03-2021 18:17:44";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"11";
"603e64d8e1060b1f981caba9";"Linien 11 und 12: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"02.03.2021, 17:15 Uhr: Auf den Linien 11 und 12 ist infolge Verkehrsüberlastung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"02.03.2021, 17:15 Uhr: Auf den Linien 11 und 12 ist infolge Verkehrsüberlastung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"02.03.2021, 17:15 Uhr: Auf den Linien 11 und 12 ist infolge Verkehrsüberlastung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linien 11 und 12 fahren wieder nach Fahrplan. ";"02-03-2021 17:15:00";"02-03-2021 18:17:44";;"02-03-2021 18:17:44";"02-03-2021 17:15:00";"02-03-2021 18:17:44";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"12";
"603e6871e1060b1f981cabab";"Linie 28: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"02.03.2021, 17:31 Uhr: Auf der Linie 28 ist infolge Verkehrsüberlastung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"02.03.2021, 17:31 Uhr: Auf der Linie 28 ist infolge Verkehrsüberlastung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"02.03.2021, 17:31 Uhr: Auf der Linie 28 ist infolge Verkehrsüberlastung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 28 fährt wieder nach Fahrplan. ";"02-03-2021 17:31:00";"02-03-2021 18:17:52";;"02-03-2021 18:17:52";"02-03-2021 17:31:00";"02-03-2021 18:17:52";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"28";
"603f14cffcfa1d1d7024d93c";"Linie 8: Kursausfall";"Städtische Verkehrsbetriebe Bern";"Auf der Linie 8 fällt infolge einer Betriebsstörung der Kurs um 05:41 Uhr ab Zytglogge Richtung Saali aus. Die nächste Abfahrt erfolgt um 05:59 Uhr.    ";"Auf der Linie 8 fällt infolge einer Betriebsstörung der Kurs um 05:41 Uhr ab Zytglogge Richtung Saali aus. Die nächste Abfahrt erfolgt um 05:59 Uhr.    ";"Auf der Linie 8 fällt infolge einer Betriebsstörung der Kurs um 05:41 Uhr ab Zytglogge Richtung Saali aus. Die nächste Abfahrt erfolgt um 05:59 Uhr.    ";"Die Linie 8 fährt wieder nach Fahrplan. ";"03-03-2021 05:46:00";"03-03-2021 05:59:06";;"03-03-2021 05:59:06";"03-03-2021 05:46:00";"03-03-2021 05:59:06";"ungeplant";"incident.severity.INCIDENT";"Kurs: Kursausfall";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"8";
"603f150ae1060b1f981cabac";"Linie 8: Kursausfall";"Städtische Verkehrsbetriebe Bern";"Auf der Linie 8 fällt infolge einer Betriebsstörung der Kurs um 05:56 Uhr ab Saali Richtung Brünnen Westside, Bahnhof aus. Die nächste Abfahrt erfolgt um 06:12 Uhr.    ";"Auf der Linie 8 fällt infolge einer Betriebsstörung der Kurs um 05:56 Uhr ab Saali Richtung Brünnen Westside, Bahnhof aus. Die nächste Abfahrt erfolgt um 06:12 Uhr.    ";"Auf der Linie 8 fällt infolge einer Betriebsstörung der Kurs um 05:56 Uhr ab Saali Richtung Brünnen Westside, Bahnhof aus. Die nächste Abfahrt erfolgt um 06:12 Uhr.    ";"Die Linie 8 fährt wieder nach Fahrplan. ";"03-03-2021 05:47:00";"03-03-2021 06:15:22";;"03-03-2021 06:15:22";"03-03-2021 05:47:00";"03-03-2021 06:15:22";"ungeplant";"incident.severity.INCIDENT";"Kurs: Kursausfall";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"8";
"603fbf77fcfa1d1d7024d93f";"Linie 17: Verspätungen und Kursausfälle";"Städtische Verkehrsbetriebe Bern";"03.03.2021, 17:54 Uhr: Auf der Linie 17 ist infolge einer Betriebsstörung mit Verspätungen und Kursausfällen zu rechnen. Dauer: unbestimmt.";"03.03.2021, 17:54 Uhr: Auf der Linie 17 ist infolge einer Betriebsstörung mit Verspätungen und Kursausfällen zu rechnen. Dauer: unbestimmt.";"03.03.2021, 17:54 Uhr: Auf der Linie 17 ist infolge einer Betriebsstörung mit Verspätungen und Kursausfällen zu rechnen. Dauer: unbestimmt.";"Die Linie 17 fährt wieder nach Fahrplan. ";"03-03-2021 17:54:00";"03-03-2021 19:28:16";;"03-03-2021 19:28:16";"03-03-2021 17:54:00";"03-03-2021 19:28:16";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung und Kursausfall";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"17";
"603fc249fcfa1d1d7024d940";"Linie 26: Verspätungen";"Städtische Verkehrsbetriebe Bern";"03.03.2021, 18:06 Uhr: Auf der Linie 26 ist infolge einer Betriebsstörung mit Verspätungen zu rechnen. Dauer: unbestimmt.";"03.03.2021, 18:06 Uhr: Auf der Linie 26 ist infolge einer Betriebsstörung mit Verspätungen zu rechnen. Dauer: unbestimmt.";"03.03.2021, 18:06 Uhr: Auf der Linie 26 ist infolge einer Betriebsstörung mit Verspätungen zu rechnen. Dauer: unbestimmt.";"Die Linie 26 fährt wieder nach Fahrplan. ";"03-03-2021 18:06:00";"03-03-2021 18:37:17";;"03-03-2021 18:37:17";"03-03-2021 18:06:00";"03-03-2021 18:37:17";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"26";
"603fc301e1060b1f981cabae";"Linie 19: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"03.03.2021, 18:09 Uhr: Auf der Linie 19 ist infolge einer Betriebsstörung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"03.03.2021, 18:09 Uhr: Auf der Linie 19 ist infolge einer Betriebsstörung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"03.03.2021, 18:09 Uhr: Auf der Linie 19 ist infolge einer Betriebsstörung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 19 fährt wieder nach Fahrplan. ";"03-03-2021 18:09:00";"03-03-2021 20:07:40";;"03-03-2021 20:07:40";"03-03-2021 18:09:00";"03-03-2021 20:07:40";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"19";
"60408d02fcfa1d1d7024d942";"Linie 6: Verspätungen und Kursausfälle";"Städtische Verkehrsbetriebe Bern";"04.03.2021, 08:31 Uhr: Auf der Linie 6 ist infolge einer Betriebsstörung mit Verspätungen und Kursausfällen zu rechnen. Dauer: unbestimmt.";"04.03.2021, 08:31 Uhr: Auf der Linie 6 ist infolge einer Betriebsstörung mit Verspätungen und Kursausfällen zu rechnen. Dauer: unbestimmt.";"04.03.2021, 08:31 Uhr: Auf der Linie 6 ist infolge einer Betriebsstörung mit Verspätungen und Kursausfällen zu rechnen. Dauer: unbestimmt.";"Die Linie 6 fährt wieder nach Fahrplan. ";"04-03-2021 08:31:00";"04-03-2021 08:57:33";;"04-03-2021 08:57:33";"04-03-2021 08:31:00";"04-03-2021 08:57:33";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung und Kursausfall";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"6";
"6040ee0ffcfa1d1d7024d945";"Linie 28: Kursausfälle";"Städtische Verkehrsbetriebe Bern";"04.03.2021, 15:25 Uhr: Auf der Linie 28 ist infolge einer Betriebsstörung mit Kursausfällen zu rechnen.  Dauer: unbestimmt.";"04.03.2021, 15:25 Uhr: Auf der Linie 28 ist infolge einer Betriebsstörung mit Kursausfällen zu rechnen.  Dauer: unbestimmt.";"04.03.2021, 15:25 Uhr: Auf der Linie 28 ist infolge einer Betriebsstörung mit Kursausfällen zu rechnen.  Dauer: unbestimmt.";"Die Linie 28 fährt wieder nach Fahrplan. ";"04-03-2021 15:25:00";"04-03-2021 15:30:23";;"04-03-2021 15:30:23";"04-03-2021 15:25:00";"04-03-2021 15:30:23";"ungeplant";"incident.severity.INCIDENT";"Linie: Kursausfall";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"28";
"60415e4bfcfa1d1d7024d946";"Linie 20: Unregelmässiger Betrieb ";"Städtische Verkehrsbetriebe Bern";"04.03.2021, 23:24 Uhr: Auf der Linie 20 ist infolge einer Betriebsstörung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"04.03.2021, 23:24 Uhr: Auf der Linie 20 ist infolge einer Betriebsstörung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"04.03.2021, 23:24 Uhr: Auf der Linie 20 ist infolge einer Betriebsstörung mit unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 20 fährt wieder nach Fahrplan. ";"04-03-2021 23:25:00";"04-03-2021 23:42:54";;"04-03-2021 23:42:54";"04-03-2021 23:25:00";"04-03-2021 23:42:54";"ungeplant";"incident.severity.INCIDENT";"Linie: Unregelmässiger Betrieb ";"MEZI, BETRIEB, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"20";
"6041b3f2e1060b1f981cabb1";"Linie 8: Verspätungen und unregelmässiger Betrieb";"Städtische Verkehrsbetriebe Bern";"05.03.2021, 05:29 Uhr: Auf der Linie 8 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"05.03.2021, 05:29 Uhr: Auf der Linie 8 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"05.03.2021, 05:29 Uhr: Auf der Linie 8 ist infolge einer Betriebsstörung mit Verspätungen und unregelmässigem Betrieb zu rechnen. Dauer: unbestimmt.";"Die Linie 8 fährt wieder nach Fahrplan. ";"05-03-2021 05:30:00";"05-03-2021 06:19:05";;"05-03-2021 06:19:05";"05-03-2021 05:30:00";"05-03-2021 06:19:05";"ungeplant";"incident.severity.INCIDENT";"Linie: Verspätung und unregelmässiger Betrieb";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER, FGIBILDSCHIRM";"8";
"6041f3aae1060b1f981cabb2";"Linie 23: Kursausfälle";"Städtische Verkehrsbetriebe Bern";"05.03.2021, 10:02 Uhr: Auf der Linie 23 ist infolge einer Betriebsstörung mit Kursausfällen zu rechnen.  Dauer: unbestimmt.";"05.03.2021, 10:02 Uhr: Auf der Linie 23 ist infolge einer Betriebsstörung mit Kursausfällen zu rechnen.  Dauer: unbestimmt.";"05.03.2021, 10:02 Uhr: Auf der Linie 23 ist infolge einer Betriebsstörung mit Kursausfällen zu rechnen.  Dauer: unbestimmt.";"Die Linie 23 fährt wieder nach Fahrplan. ";"05-03-2021 10:02:00";"05-03-2021 14:43:37";;"05-03-2021 14:43:37";"05-03-2021 10:02:00";"05-03-2021 14:43:37";"ungeplant";"incident.severity.INCIDENT";"Linie: Kursausfall";"MEZI, MONITOR, EPAPER, OEVPLUSCH, GTFS, ONLINE, TWITTER";"23";
"60435adee1060b1f981cabb6";"Linie 12: Kursausfall";"Städtische Verkehrsbetriebe Bern";"Auf der Linie 12 fällt infolge einer Betriebsstörung der Kurs um 11:32 Uhr ab Bern Bahnhof Richtung Zentrum Paul Klee aus. Die nächste Abfahrt erfolgt um 11:39 Uhr.    ";"Auf der Linie 12 fällt infolge einer Betriebsstörung der Kurs um 11:32 Uhr ab Bern Bahnhof Richtung Zentrum Paul Klee aus. Die nächste Abfahrt erfolgt um 11:39 Uhr.    ";"Auf der Linie 12 fällt infolge einer Betriebsstörung der Kurs um 11:32 Uhr ab Bern Bahnhof Richtung Zentrum Paul Klee aus. Die nächste Abfahrt erfolgt um 11:39 Uhr.    ";"Die Linie 12 fährt wieder nach Fahrplan. ";"06-03-2021 11:35:00";"06-03-2021 12:21:47";;"06-03-2021 12:21:47";"06-03-2021 11:35:00";"06-03-2021 12:21:47";"ungeplant";"incident.severity.INCIDENT";"Kurs: Kursausfall";"MEZI, MONITOR, OEVPLUSCH, INFOPOINT, EPAPER, GTFS";"12";
"6043d573e1060b1f981cabb7";"Linie 10: Kursausfall";"Städtische Verkehrsbetriebe Bern";"Auf der Linie 10 fällt infolge einer Betriebsstörung der Kurs um 20:15 Uhr ab Schliern, Bus-Endstation Richtung Ostermundigen, Rüti aus. Die nächste Abfahrt erfolgt um 20:25 Uhr.    ";"Auf der Linie 10 fällt infolge einer Betriebsstörung der Kurs um 20:15 Uhr ab Schliern, Bus-Endstation Richtung Ostermundigen, Rüti aus. Die nächste Abfahrt erfolgt um 20:25 Uhr.    ";"Auf der Linie 10 fällt infolge einer Betriebsstörung der Kurs um 20:15 Uhr ab Schliern, Bus-Endstation Richtung Ostermundigen, Rüti aus. Die nächste Abfahrt erfolgt um 20:25 Uhr.    ";"Die Linie 10 fährt wieder nach Fahrplan. ";"06-03-2021 20:17:00";"06-03-2021 20:49:28";;"06-03-2021 20:49:28";"06-03-2021 20:17:00";"06-03-2021 20:49:28";"ungeplant";"incident.severity.INCIDENT";"Kurs: Kursausfall";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"10";
"6043dc50fcfa1d1d7024d94d";"Linie 10: Kursausfall";"Städtische Verkehrsbetriebe Bern";"Auf der Linie 10 fällt infolge einer Betriebsstörung der Kurs um 20:55 Uhr ab Ostermundigen, Rüti Richtung Bern Bahnhof aus. Die nächste Abfahrt erfolgt um 21:05 Uhr.    ";"Auf der Linie 10 fällt infolge einer Betriebsstörung der Kurs um 20:55 Uhr ab Ostermundigen, Rüti Richtung Bern Bahnhof aus. Die nächste Abfahrt erfolgt um 21:05 Uhr.    ";"Auf der Linie 10 fällt infolge einer Betriebsstörung der Kurs um 20:55 Uhr ab Ostermundigen, Rüti Richtung Bern Bahnhof aus. Die nächste Abfahrt erfolgt um 21:05 Uhr.    ";"Die Linie 10 fährt wieder nach Fahrplan. ";"06-03-2021 20:47:00";"06-03-2021 21:12:46";;"06-03-2021 21:12:46";"06-03-2021 20:47:00";"06-03-2021 21:12:46";"ungeplant";"incident.severity.INCIDENT";"Kurs: Kursausfall";"MEZI, ONLINE, MONITOR, OEVPLUSCH, INFOPOINT, GTFS, EPAPER, TWITTER";"10";
